,cat_name,num_images,num_videos,age,color,sex,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,color_new
838,Nate,6,0,Adult,Gray / Blue / Silver,Male,Other cats.,,,Short,214.0,Anjellicle Cats Rescue,thirty_days,Nate Anjellicle Cats Rescue,True,False,Short,Gray / Blue / Silver,False,False,6,True,DSH,Thirty Days Plus,Gray / Blue / Silver
839,Marzipan,3,1,Young,Calico,Female,Other cats.,,Children.,Short,225.0,Anjellicle Cats Rescue,thirty_days,Marzipan Anjellicle Cats Rescue,True,False,Short,Calico,False,True,3,True,DSH,Thirty Days Plus,Calico
840,Valentina,3,0,Adult,Black & White / Tuxedo,Female,,,,Short,103.0,Anjellicle Cats Rescue,thirty_days,Valentina Anjellicle Cats Rescue,True,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
841,Kola,3,0,Adult,Black & White / Tuxedo,Male,,,,Short,113.0,Anjellicle Cats Rescue,thirty_days,Kola Anjellicle Cats Rescue,True,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
842,Jupiter,6,0,Young,Tabby (Brown / Chocolate),Male,,,,Medium,111.0,Anjellicle Cats Rescue,thirty_days,Jupiter Anjellicle Cats Rescue,True,False,Medium,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
843,Ella,5,0,Young,Tortoiseshell,Female,,,,Short,137.0,Anjellicle Cats Rescue,thirty_days,Ella Anjellicle Cats Rescue,True,False,Short,Tortoiseshell,False,False,5,True,DSH,Thirty Days Plus,Tortoiseshell
844,Gene,6,0,Senior,Black & White / Tuxedo,Male,,,Dogs.,Short,132.0,Anjellicle Cats Rescue,thirty_days,Gene Anjellicle Cats Rescue,True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
845,Jake,4,0,Senior,Black,Male,,,Dogs.,Short,132.0,Anjellicle Cats Rescue,thirty_days,Jake Anjellicle Cats Rescue,True,False,Short,Black,False,False,4,True,DSH,Thirty Days Plus,Black
846,Maddie,6,0,Senior,White,Female,,,,Short,80.0,Anjellicle Cats Rescue,thirty_days,Maddie Anjellicle Cats Rescue,True,False,Short,White,False,False,6,True,DSH,Thirty Days Plus,White
847,Cielo,6,0,Adult,Black & White / Tuxedo,Male,,,,Short,269.0,Anjellicle Cats Rescue,thirty_days,Cielo Anjellicle Cats Rescue,True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
848,Sailor,3,0,Adult,Black,Male,,,,Short,94.0,Anjellicle Cats Rescue,thirty_days,Sailor Anjellicle Cats Rescue,True,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
849,Clyde,3,0,Young,Tabby (Brown / Chocolate),Female,,,,Short,204.0,Anjellicle Cats Rescue,thirty_days,Clyde Anjellicle Cats Rescue,True,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
850,Tammy,6,0,Young,Black & White / Tuxedo,Female,,,,Short,204.0,Anjellicle Cats Rescue,thirty_days,Tammy Anjellicle Cats Rescue,True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
851,Cloud,5,0,Adult,Tabby (Gray / Blue / Silver),Male,,,,Short,128.0,Anjellicle Cats Rescue,thirty_days,Cloud Anjellicle Cats Rescue,True,False,Short,Tabby (Gray / Blue / Silver),False,False,5,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
852,Yuki,5,0,Adult,Tabby (Gray / Blue / Silver),Male,,,,Short,140.0,Anjellicle Cats Rescue,thirty_days,Yuki Anjellicle Cats Rescue,True,False,Short,Tabby (Gray / Blue / Silver),False,False,5,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
853,Baloo,6,0,Young,Black,Male,,,,Short,182.0,Anjellicle Cats Rescue,thirty_days,Baloo Anjellicle Cats Rescue,True,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,Black
854,Gracelynn,2,0,Young,Gray / Blue / Silver,Female,,,,Short,119.0,Anjellicle Cats Rescue,thirty_days,Gracelynn Anjellicle Cats Rescue,True,False,Short,Gray / Blue / Silver,False,False,2,True,DSH,Thirty Days Plus,Gray / Blue / Silver
855,Peter,3,0,Senior,Black & White / Tuxedo,Male,Other cats.,,Children.,Short,150.0,Anjellicle Cats Rescue,thirty_days,Peter Anjellicle Cats Rescue,True,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
856,Midnight,0,0,Adult,Black,Male,,,,,103.0,Anjellicle Cats Rescue,thirty_days,Midnight Anjellicle Cats Rescue,True,False,unknown,Black,False,False,0,False,DSH,Thirty Days Plus,Black
857,Savanna,3,0,Young,Cream / Ivory,Female,,,,,114.0,Anjellicle Cats Rescue,thirty_days,Savanna Anjellicle Cats Rescue,True,False,unknown,Cream / Ivory,False,False,3,True,DSH,Thirty Days Plus,Other
858,Mia,2,0,Adult,,Female,,,,,98.0,Anjellicle Cats Rescue,thirty_days,Mia Anjellicle Cats Rescue,True,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
859,DARCY,4,0,Kitten,Gray & White,Female,"Other cats, children.",$200.00,Dogs.,Short,166.0,Paul the Cat Guy Inc,thirty_days,DARCY Paul the Cat Guy Inc,True,False,Short,Gray & White,False,False,4,True,DSH,Thirty Days Plus,Gray & White
860,POTATO,2,0,Kitten,Brown / Chocolate,Male,Other cats.,$200.00,Dogs.,,170.0,Paul the Cat Guy Inc,thirty_days,POTATO Paul the Cat Guy Inc,True,False,unknown,Brown / Chocolate,False,False,2,True,DSH,Thirty Days Plus,Other
861,GUMDROP,0,0,Kitten,Black,Male,Other cats.,$200.00,Dogs.,Short,141.0,Paul the Cat Guy Inc,thirty_days,GUMDROP Paul the Cat Guy Inc,True,False,Short,Black,False,False,0,False,DSH,Thirty Days Plus,Black
862,DIEGO,2,1,Adult,Black & White / Tuxedo,Male,,$200.00,"Other cats, dogs, children.",Short,352.0,Paul the Cat Guy Inc,thirty_days,DIEGO Paul the Cat Guy Inc,True,False,Short,Black & White / Tuxedo,False,True,2,True,DSH,Thirty Days Plus,Black & White / Tuxedo
863,"GRAVY - ""Fuzzy Doorstop""",2,0,Adult,Tabby (Brown / Chocolate),Male,Other cats.,$200.00,,,338.0,Paul the Cat Guy Inc,thirty_days,"GRAVY - ""Fuzzy Doorstop"" Paul the Cat Guy Inc",True,False,unknown,Tabby (Brown / Chocolate),False,False,2,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
864,Luna,5,1,Adult,Black,Female,"Other cats, dogs.",,,Short,160.0,Infinite Hope,thirty_days,Luna Infinite Hope,True,False,Short,Black,False,True,5,True,DSH,Thirty Days Plus,Black
865,Kobi and Cali,5,1,Kitten,,Female,,,,Short,171.0,The Lucky Cat Rescue,thirty_days,Kobi and Cali The Lucky Cat Rescue,True,False,Short,unknown,True,True,5,True,DSH,Thirty Days Plus,Other
866,Mini,0,0,Young,Tabby (Brown / Chocolate),Female,Other cats.,,,Short,57.0,The Lucky Cat Rescue,thirty_days,Mini The Lucky Cat Rescue,True,False,Short,Tabby (Brown / Chocolate),False,False,0,False,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
867,Tortellini (Torty),0,0,Kitten,Orange & White,Male,Other cats.,,,,288.0,The Lucky Cat Rescue,thirty_days,Tortellini (Torty) The Lucky Cat Rescue,True,False,unknown,Orange & White,False,False,0,False,DSH,Thirty Days Plus,Orange & White
868,Rigatoni (Toni),0,0,Kitten,Orange & White,Male,Other cats.,,,Short,311.0,The Lucky Cat Rescue,thirty_days,Rigatoni (Toni) The Lucky Cat Rescue,True,False,Short,Orange & White,False,False,0,False,DSH,Thirty Days Plus,Orange & White
869,Checkers,3,0,Adult,Black & White / Tuxedo,Male,,,,Short,242.0,The Lucky Cat Rescue,thirty_days,Checkers The Lucky Cat Rescue,True,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
870,Roscoe,6,0,Adult,,Male,,,,Short,229.0,The Lucky Cat Rescue,thirty_days,Roscoe The Lucky Cat Rescue,True,False,Short,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
871,GG,0,0,Adult,Tortoiseshell,Female,"Other cats, dogs, children.",,,Short,66.0,The Lucky Cat Rescue,thirty_days,GG The Lucky Cat Rescue,True,False,Short,Tortoiseshell,False,False,0,False,DSH,Thirty Days Plus,Tortoiseshell
872,Seymour,6,0,Young,Black & White / Tuxedo,Male,,,,Short,173.0,Next Chance Rescue,thirty_days,Seymour Next Chance Rescue,True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
873,Cadbury,4,0,Kitten,Tabby (Brown / Chocolate),Male,"Other cats, dogs.",,,Short,87.0,Next Chance Rescue,thirty_days,Cadbury Next Chance Rescue,True,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
874,KitKat,4,0,Kitten,Tabby (Brown / Chocolate),Female,"Other cats, dogs.",,,Short,106.0,Next Chance Rescue,thirty_days,KitKat Next Chance Rescue,True,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
875,Reese,4,0,Kitten,Tabby (Tiger Striped),Female,,,,Short,131.0,Next Chance Rescue,thirty_days,Reese Next Chance Rescue,True,False,Short,Tabby (Tiger Striped),False,False,4,True,DSH,Thirty Days Plus,Tabby (Tiger Striped)
876,Carlita,3,0,Kitten,Calico,Female,Other cats.,,,,79.0,Next Chance Rescue,thirty_days,Carlita Next Chance Rescue,True,False,unknown,Calico,False,False,3,True,DSH,Thirty Days Plus,Calico
877,Snickers,4,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs.",,,Short,89.0,Next Chance Rescue,thirty_days,Snickers Next Chance Rescue,True,False,Short,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
878,TimTam,5,0,Kitten,Tabby (Brown / Chocolate),Female,"Other cats, dogs.",,,Short,95.0,Next Chance Rescue,thirty_days,TimTam Next Chance Rescue,True,False,Short,Tabby (Brown / Chocolate),False,False,5,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
879,Wendel,6,0,Adult,Gray & White,Male,,,,Short,189.0,Next Chance Rescue,thirty_days,Wendel Next Chance Rescue,True,False,Short,Gray & White,False,False,6,True,DSH,Thirty Days Plus,Gray & White
880,JoJo,6,0,Senior,Tabby (Brown / Chocolate),Female,Children.,,"Other cats, dogs.",Short,170.0,Next Chance Rescue,thirty_days,JoJo Next Chance Rescue,True,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
881,Adonis,5,0,Adult,Seal Point,Male,,,,Short,166.0,Fuzzy Butt Rescue and TNR,thirty_days,Adonis Fuzzy Butt Rescue and TNR,True,False,Short,Seal Point,False,False,5,True,DSH,Thirty Days Plus,Other
882,ARIE & Adrian,4,1,Adult,Calico,Male,Other cats.,,,Short,146.0,Place For Cats,thirty_days,ARIE & Adrian Place For Cats,True,False,Short,Calico,True,True,4,True,DSH,Thirty Days Plus,Calico
883,ADRIAN & Arie,3,1,Adult,White,Male,Other cats.,,,Short,161.0,Place For Cats,thirty_days,ADRIAN & Arie Place For Cats,True,False,Short,White,True,True,3,True,DSH,Thirty Days Plus,White
884,Delilah,4,0,Senior,Orange / Red,Female,Children.,,Other cats.,Short,95.0,Frankie's Fund for Feline Care and Rescue,thirty_days,Delilah Frankie's Fund for Feline Care and Rescue,True,False,Short,Orange / Red,False,False,4,True,DSH,Thirty Days Plus,Orange / Red
885,Ruby,3,0,Young,Black & White / Tuxedo,Female,"Other cats, dogs.",$125.00,,Short,76.0,Union City Animal Trust,thirty_days,Ruby Union City Animal Trust,True,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
886,Charlotte,5,1,Young,Gray & White,Female,Other cats.,,,,245.0,Union City Feral Cat Committee,thirty_days,Charlotte Union City Feral Cat Committee,True,False,unknown,Gray & White,False,True,5,True,DSH,Thirty Days Plus,Gray & White
887,Diamond,3,1,Young,Black,Female,"Other cats, dogs.",,,Short,88.0,Union City Animal Trust,thirty_days,Diamond Union City Animal Trust,True,False,Short,Black,False,True,3,True,DSH,Thirty Days Plus,Black
888,Sofi,6,0,Young,Tabby (Buff / Tan / Fawn),Female,Other cats.,,,,101.0,Union City Animal Trust,thirty_days,Sofi Union City Animal Trust,True,False,unknown,Tabby (Buff / Tan / Fawn),False,False,6,True,Other,Thirty Days Plus,Tabby (Buff / Tan / Fawn)
889,Begonia,5,0,Adult,Black,Female,Other cats.,,"Dogs, children.",,161.0,Union City Feral Cat Committee,thirty_days,Begonia Union City Feral Cat Committee,True,False,unknown,Black,False,False,5,True,DSH,Thirty Days Plus,Black
890,Roger,6,0,Adult,Tabby (Gray / Blue / Silver),Male,,,Dogs.,Medium,113.0,Union City Animal Trust,thirty_days,Roger Union City Animal Trust,True,False,Medium,Tabby (Gray / Blue / Silver),False,False,6,True,Other,Thirty Days Plus,Tabby (Gray / Blue / Silver)
891,Carson,6,0,Adult,Gray & White,Male,,,,,69.0,Union City Animal Trust,thirty_days,Carson Union City Animal Trust,True,False,unknown,Gray & White,False,False,6,True,DSH,Thirty Days Plus,Gray & White
892,Checkers,6,0,Adult,Black & White / Tuxedo,Male,,,,Short,102.0,Union City Animal Trust,thirty_days,Checkers Union City Animal Trust,True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
893,Mito,2,0,Senior,Tabby (Gray / Blue / Silver),Male,Other cats.,,,Short,108.0,CLAWS,thirty_days,Mito CLAWS,True,False,Short,Tabby (Gray / Blue / Silver),False,False,2,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
894,Mini & Maisy,6,0,Kitten,Calico,Female,Other cats.,,,Short,117.0,CLAWS,thirty_days,Mini & Maisy CLAWS,True,False,Short,Calico,True,False,6,True,DSH,Thirty Days Plus,Calico
895,"URGENT FOSTER HOME NEEDED!! ""Mama""",3,0,Adult,Tabby (Brown / Chocolate),Female,Other cats.,,,Short,79.0,CLAWS,thirty_days,"URGENT FOSTER HOME NEEDED!! ""Mama"" CLAWS",True,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
896,Sky Urgent foster home needed!,3,0,Adult,Gray & White,Female,,,,Short,37.0,CLAWS,thirty_days,Sky Urgent foster home needed! CLAWS,True,False,Short,Gray & White,False,False,3,True,DSH,Thirty Days Plus,Gray & White
897,Puffy and Einstein,5,0,Adult,Gray / Blue / Silver,Male,,,,Short,57.0,CLAWS,thirty_days,Puffy and Einstein CLAWS,True,False,Short,Gray / Blue / Silver,True,False,5,True,DLH,Thirty Days Plus,Gray / Blue / Silver
898,Gigi,2,0,Adult,Tortoiseshell,Female,,,,Short,58.0,CLAWS,thirty_days,Gigi CLAWS,True,False,Short,Tortoiseshell,False,False,2,True,DSH,Thirty Days Plus,Tortoiseshell
899,Dodo White Kuwaiti Purrsian,0,0,Adult,White,Female,"Other cats, dogs, children.",,,,330.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Dodo White Kuwaiti Purrsian Zanis Furry Friends ZFF, Inc",True,False,unknown,White,False,False,0,False,Other,Thirty Days Plus,White
900,Liza Kuwaiti Exotic Short Hair,0,0,Adult,Tabby (Gray / Blue / Silver),Female,"Other cats, dogs, children.",,,Medium,317.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Liza Kuwaiti Exotic Short Hair Zanis Furry Friends ZFF, Inc",True,False,Medium,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
901,Jackson FL Tux kitty,4,0,Kitten,Black & White / Tuxedo,Male,"Other cats, dogs, children.",,,,264.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Jackson FL Tux kitty Zanis Furry Friends ZFF, Inc",True,False,unknown,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
902,Cocoa FL Calico kitty,5,0,Kitten,Calico,Female,"Other cats, children.",,,,269.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Cocoa FL Calico kitty Zanis Furry Friends ZFF, Inc",True,False,unknown,Calico,False,False,5,True,DSH,Thirty Days Plus,Calico
903,Pensacola FL Tabby kitty,3,0,Kitten,Tabby (Gray / Blue / Silver),Male,"Other cats, dogs, children.",,,,269.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Pensacola FL Tabby kitty Zanis Furry Friends ZFF, Inc",True,False,unknown,Tabby (Gray / Blue / Silver),False,False,3,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
904,Augustine FL Tabby kitty,4,0,Kitten,Tabby (Gray / Blue / Silver),Male,"Other cats, dogs, children.",,,Short,492.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Augustine FL Tabby kitty Zanis Furry Friends ZFF, Inc",True,False,Short,Tabby (Gray / Blue / Silver),False,False,4,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
905,Boca FL Tabby kitty,3,0,Kitten,Tabby (Gray / Blue / Silver),Male,"Other cats, dogs, children.",,,Short,269.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Boca FL Tabby kitty Zanis Furry Friends ZFF, Inc",True,False,Short,Tabby (Gray / Blue / Silver),False,False,3,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
906,Miami FL Tabby kitty,0,0,Kitten,Tabby (Gray / Blue / Silver),Female,"Other cats, dogs, children.",,,,288.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Miami FL Tabby kitty Zanis Furry Friends ZFF, Inc",True,False,unknown,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
907,Orlando FL Tux kitty,6,0,Kitten,Black & White / Tuxedo,Male,"Other cats, dogs, children.",,,Short,269.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Orlando FL Tux kitty Zanis Furry Friends ZFF, Inc",True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
908,Bocella Minnie Squeakerton NYC kitty,4,0,Kitten,Tabby (Gray / Blue / Silver),Female,"Other cats, dogs, children.",,,Short,331.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Bocella Minnie Squeakerton NYC kitty Zanis Furry Friends ZFF, Inc",True,False,Short,Tabby (Gray / Blue / Silver),False,False,4,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
909,Flash Aloha Black NYC Bombshell,3,0,Kitten,Black,Male,Dogs.,,Children.,Short,350.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Flash Aloha Black NYC Bombshell Zanis Furry Friends ZFF, Inc",True,False,Short,Black,False,False,3,True,Other,Thirty Days Plus,Black
910,Jaclyn NJ Kitty,6,0,Young,Tabby (Gray / Blue / Silver),Female,"Other cats, dogs, children.",,,,316.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Jaclyn NJ Kitty Zanis Furry Friends ZFF, Inc",True,False,unknown,Tabby (Gray / Blue / Silver),False,False,6,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
911,Topaz Itty Bitty NYC Calico Kitty,2,0,Kitten,,Female,"Other cats, dogs, children.",,,,308.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Topaz Itty Bitty NYC Calico Kitty Zanis Furry Friends ZFF, Inc",True,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
912,Bernard Bombay & Ernest Tiger NYC Bros,2,0,Kitten,Black,Male,"Other cats, dogs, children.",,,,290.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Bernard Bombay & Ernest Tiger NYC Bros Zanis Furry Friends ZFF, Inc",True,False,unknown,Black,True,False,2,True,DSH,Thirty Days Plus,Black
913,Happy Go Lucky NYC Solo Cat,4,0,Adult,Tabby (Gray / Blue / Silver),Male,"Dogs, children.",,Other cats.,Medium,424.0,"Zanis Furry Friends ZFF, Inc",thirty_days,"Happy Go Lucky NYC Solo Cat Zanis Furry Friends ZFF, Inc",True,False,Medium,Tabby (Gray / Blue / Silver),False,False,4,True,Other,Thirty Days Plus,Tabby (Gray / Blue / Silver)
914,Basil,3,0,Kitten,Black,Male,Other cats.,$120.00,,Short,179.0,Cat Republic,thirty_days,Basil Cat Republic,True,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
915,Ever,4,0,Senior,Gray & White,Female,Other cats.,,Children.,Short,242.0,Cat Republic,thirty_days,Ever Cat Republic,True,False,Short,Gray & White,False,False,4,True,DSH,Thirty Days Plus,Gray & White
916,Calix,5,0,Adult,,Male,Other cats.,$80.00,,Short,210.0,Cat Republic,thirty_days,Calix Cat Republic,True,False,Short,unknown,False,False,5,True,DSH,Thirty Days Plus,Other
917,Tiger Balm,5,1,Senior,Tabby (Brown / Chocolate),Male,,$80.00,,Short,178.0,Cat Republic,thirty_days,Tiger Balm Cat Republic,True,False,Short,Tabby (Brown / Chocolate),False,True,5,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
918,Ringtail,4,0,Adult,White,Male,Children.,,,Short,157.0,FAT Cats,thirty_days,Ringtail FAT Cats,True,False,Short,White,False,False,4,True,DSH,Thirty Days Plus,White
919,Willie,3,0,Adult,Black & White / Tuxedo,Male,"Other cats, dogs, children.",,,Short,105.0,Barbara the Cat Lady,thirty_days,Willie Barbara the Cat Lady,True,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
920,Peach,6,0,Young,Orange & White,Male,"Other cats, dogs.",,,Short,109.0,Barbara the Cat Lady,thirty_days,Peach Barbara the Cat Lady,True,False,Short,Orange & White,False,False,6,True,DSH,Thirty Days Plus,Orange & White
921,Misty,6,0,Adult,Gray & White,Female,"Other cats, dogs, children.",,,Short,43.0,Barbara the Cat Lady,thirty_days,Misty Barbara the Cat Lady,True,False,Short,Gray & White,False,False,6,True,DSH,Thirty Days Plus,Gray & White
922,Double,4,1,Young,Black & White / Tuxedo,Male,"Other cats, dogs, children.",,,Short,57.0,Barbara the Cat Lady,thirty_days,Double Barbara the Cat Lady,True,False,Short,Black & White / Tuxedo,False,True,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
923,Fosters Needed,0,0,Kitten,Brown / Chocolate,Female,,,,,117.0,FAT Cats,thirty_days,Fosters Needed FAT Cats,True,False,unknown,Brown / Chocolate,False,False,0,False,DSH,Thirty Days Plus,Other
924,Xoxo,6,0,Young,Black,Male,"Other cats, children.",,,Short,124.0,Brooklyn's Finest Animal Clinic,thirty_days,Xoxo Brooklyn's Finest Animal Clinic,True,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,Black
925,Scuttle,6,0,Young,Tabby (Gray / Blue / Silver),Male,Other cats.,$300.00,,Short,98.0,Brooklyn's Finest Animal Clinic,thirty_days,Scuttle Brooklyn's Finest Animal Clinic,True,False,Short,Tabby (Gray / Blue / Silver),False,False,6,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
926,Joots,6,0,Adult,Tabby (Gray / Blue / Silver),Male,,$300.00,Other cats.,Short,86.0,Brooklyn's Finest Animal Clinic,thirty_days,Joots Brooklyn's Finest Animal Clinic,True,False,Short,Tabby (Gray / Blue / Silver),False,False,6,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
927,ZIGGY,2,0,Kitten,Black,Male,"Other cats, children.",$200.00,Dogs.,Short,158.0,Paul the Cat Guy Inc,thirty_days,ZIGGY Paul the Cat Guy Inc,True,False,Short,Black,False,False,2,True,DSH,Thirty Days Plus,Black
928,GRETCHEN,3,0,Adult,Tabby (Brown / Chocolate),Female,,$200.00,Dogs.,Short,140.0,Paul the Cat Guy Inc,thirty_days,GRETCHEN Paul the Cat Guy Inc,True,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
929,Dream - Sweet Playful Fluffball,4,1,Kitten,Calico,Female,Other cats.,,,Short,162.0,Hopewell Rescue,thirty_days,Dream - Sweet Playful Fluffball Hopewell Rescue,True,False,Short,Calico,False,True,4,True,DSH,Thirty Days Plus,Calico
930,SUGARPLUM,4,0,Young,Tabby (Brown / Chocolate),Male,Other cats.,,,Short,140.0,Paul the Cat Guy Inc,thirty_days,SUGARPLUM Paul the Cat Guy Inc,True,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
931,Cherry,3,0,Kitten,Tabby (Brown / Chocolate),Female,Other cats.,$200.00,"Dogs, children.",Short,143.0,Paul the Cat Guy Inc,thirty_days,Cherry Paul the Cat Guy Inc,True,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
932,MARIO,5,1,Adult,Black,Male,Children.,$200.00,"Other cats, dogs.",Short,292.0,Paul the Cat Guy Inc,thirty_days,MARIO Paul the Cat Guy Inc,True,False,Short,Black,False,True,5,True,DSH,Thirty Days Plus,Black
933,Bailey,5,0,Adult,Black & White / Tuxedo,Female,Other cats.,$175.00,,Short,304.0,Paul the Cat Guy Inc,thirty_days,Bailey Paul the Cat Guy Inc,True,False,Short,Black & White / Tuxedo,False,False,5,True,DSH,Thirty Days Plus,Black & White / Tuxedo
934,LUNA,4,1,Adult,Black,Female,Other cats.,$175.00,,Short,328.0,Paul the Cat Guy Inc,thirty_days,LUNA Paul the Cat Guy Inc,True,False,Short,Black,False,True,4,True,DSH,Thirty Days Plus,Black
935,TOASTY,4,1,Adult,Gray / Blue / Silver,Male,,$200.00,"Other cats, dogs, children.",Short,347.0,Paul the Cat Guy Inc,thirty_days,TOASTY Paul the Cat Guy Inc,True,False,Short,Gray / Blue / Silver,False,True,4,True,DSH,Thirty Days Plus,Gray / Blue / Silver
936,CHILI,2,0,Young,,Male,Other cats.,$175.00,,Short,138.0,Paul the Cat Guy Inc,thirty_days,CHILI Paul the Cat Guy Inc,True,False,Short,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
937,Lily,2,0,Adult,Calico,Female,Other cats.,,Dogs.,Short,63.0,Lindas Feral Cat Assistance,thirty_days,Lily Lindas Feral Cat Assistance,True,False,Short,Calico,False,False,2,True,DSH,Thirty Days Plus,Calico
938,Biggie,2,0,Adult,Tabby (Buff / Tan / Fawn),Male,Other cats.,,,Short,64.0,Lindas Feral Cat Assistance,thirty_days,Biggie Lindas Feral Cat Assistance,True,False,Short,Tabby (Buff / Tan / Fawn),False,False,2,True,DSH,Thirty Days Plus,Tabby (Buff / Tan / Fawn)
939,Coconut,0,0,Adult,Tabby (Orange / Red),Male,Other cats.,,,Short,70.0,Lindas Feral Cat Assistance,thirty_days,Coconut Lindas Feral Cat Assistance,True,False,Short,Tabby (Orange / Red),False,False,0,False,DSH,Thirty Days Plus,Tabby (Orange / Red)
940,Autumn,4,0,Adult,Orange & White,Male,"Other cats, dogs.",,,,69.0,KittyKaretakers of Queens,thirty_days,Autumn KittyKaretakers of Queens,True,False,unknown,Orange & White,False,False,4,True,DSH,Thirty Days Plus,Orange & White
